response_id,comment_text,age,profession,time_period,crowding_level,waiting_time_min,sentiment_label,primary_category
778,The bus stopped properly and boarding was easier today.,57,Banker,Evening Peak,Severe,5,Positive,Accessibility
779,"The ride was tiring, but about what I normally expect from a local bus.",52,Small Business,Morning Peak,Severe,11,Neutral,Comfort
780,"The inside looked maintained, which made the trip easier to tolerate.",37,Driver,Evening Peak,Moderate,8,Positive,Cleanliness
781,There was no clear information about where the bus would stop or how long the delay would be.,39,Driver,Evening Peak,High,24,Negative,Information
782,"Safety was okay today, though the boarding process could be better.",22,Teacher,Morning Peak,Low,9,Neutral,Safety
783,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,44,Student,Evening Peak,High,51,Negative,Cost
784,Availability was better today and I did not have to wait too long.,23,Driver,Morning Peak,Severe,5,Positive,Availability
785,Getting on the bus was difficult because it barely stopped near the designated stop.,50,Office Employee,Morning Peak,High,62,Negative,Accessibility
786,The bus did not stop properly and passengers had to get on while it was moving slowly. That is not safe at all.,48,Banker,Morning Peak,High,38,Negative,Safety
787,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",28,Banker,Evening Peak,High,49,Negative,Accessibility
788,Staff behavior was okay overall.,47,Office Employee,Morning Peak,High,10,Neutral,Staff Behavior
789,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",20,Driver,Morning Peak,High,39,Negative,Availability
790,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,51,Teacher,Evening Peak,High,28,Negative,Delay
791,Clear route and stop information would save passengers a lot of confusion.,59,Shopkeeper,Evening Peak,Severe,47,Negative,Information
792,"Compared with other days, today the cost felt reasonable.",18,Driver,Morning Peak,Moderate,10,Positive,Cost
793,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,53,Banker,Morning Peak,High,37,Negative,Accessibility
794,A little politeness would make a big difference for regular commuters.,24,Teacher,Evening Peak,Severe,58,Negative,Staff Behavior
795,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,20,Office Employee,Morning Peak,Severe,61,Negative,Accessibility
796,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",56,Banker,Evening Peak,Moderate,46,Negative,Information
797,"Boarding took some effort, but I managed without much trouble.",25,Driver,Evening Peak,High,12,Neutral,Accessibility
798,"Between heat, noise, and crowding, this felt like a very draining commute.",58,Job Seeker,Evening Peak,High,25,Negative,Comfort
799,"From Jatrabari to Badda, the delay was frustrating. I left early but still got late because the bus service was irregular.",29,Banker,Morning Peak,Severe,35,Negative,Delay
800,I paid more than usual today and there was no proper explanation from the conductor.,18,Freelancer,Morning Peak,Severe,27,Negative,Cost
801,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",35,Teacher,Evening Peak,High,60,Negative,Accessibility
802,"The ride was tiring, but about what I normally expect from a local bus.",50,Homemaker,Morning Peak,High,8,Neutral,Comfort
803,"The ride was still busy, but it felt more comfortable than usual.",34,Office Employee,Morning Peak,High,10,Positive,Comfort
804,"I found a bus fairly quickly, even during the rush.",58,Student,Evening Peak,Moderate,10,Positive,Availability
805,"There was pressure inside the bus, but not severe.",28,Small Business,Evening Peak,Severe,19,Neutral,Crowding
806,Route information was just about manageable.,31,Student,Evening Peak,Severe,16,Neutral,Information
807,Staff behavior made the whole ride more unpleasant than it needed to be.,30,Freelancer,Evening Peak,High,56,Negative,Staff Behavior
808,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,50,Homemaker,Evening Peak,Low,25,Negative,Safety
809,Ventilation was decent and the trip was less tiring today.,53,Teacher,Morning Peak,Moderate,10,Positive,Comfort
810,Accessibility er dike khub kom attention ache. Peak hour e nama-utha duitae kosto.,44,Freelancer,Morning Peak,High,43,Negative,Accessibility
811,I could stand comfortably enough without being pushed around too much.,30,Banker,Evening Peak,High,4,Positive,Crowding
812,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",18,Homemaker,Evening Peak,Moderate,37,Negative,Information
813,Travel time was reasonable today and the service felt more reliable than usual.,47,Office Employee,Morning Peak,Moderate,5,Positive,Delay
814,"If the service stays like this, the fare should not keep increasing.",59,Office Employee,Evening Peak,High,53,Negative,Cost
815,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,30,Freelancer,Morning Peak,High,31,Negative,Safety
816,"Compared with other days, today the cost felt reasonable.",21,Shopkeeper,Evening Peak,Moderate,11,Positive,Cost
817,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,41,Shopkeeper,Morning Peak,High,54,Negative,Safety
818,"Boarding was more orderly today, which made the trip feel safer.",24,Banker,Morning Peak,High,12,Positive,Safety
819,"If the service stays like this, the fare should not keep increasing.",49,Student,Evening Peak,High,59,Negative,Cost
820,"The bus was busy but still manageable, which is a relief during peak time.",44,Banker,Evening Peak,Low,9,Positive,Crowding
821,The conductor spoke politely and guided passengers clearly.,27,Banker,Morning Peak,Low,8,Positive,Staff Behavior
822,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,31,Teacher,Evening Peak,High,23,Negative,Safety
823,"The ride felt somewhat crowded, but I did not face any major safety issue.",28,Banker,Morning Peak,Severe,9,Neutral,Safety
824,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,20,Small Business,Evening Peak,Severe,52,Negative,Availability
825,"Vara ta service er sathe match kore na. Joto taka dei, toto quality pai na.",18,Job Seeker,Morning Peak,High,21,Negative,Cost
826,Ventilation was decent and the trip was less tiring today.,57,Job Seeker,Evening Peak,High,11,Positive,Comfort
827,"Too many passengers, no personal space, and constant pushing—this should not be normal.",57,Homemaker,Morning Peak,Low,49,Negative,Crowding
828,"The bus came sooner than I expected, which almost never happens during peak hour.",34,Shopkeeper,Morning Peak,High,10,Positive,Delay
829,Bus ta onek nongra chilo. Gari te uthar por thekei uncomfortable lagchilo.,19,Shopkeeper,Morning Peak,Severe,24,Negative,Cleanliness
830,"The ride was jerky, noisy, and uncomfortable, especially while standing.",40,Office Employee,Morning Peak,Moderate,22,Negative,Comfort
831,"There were buses on the route, but not enough to reduce waiting fully.",19,Homemaker,Evening Peak,Severe,12,Neutral,Availability
832,"Safety was okay today, though the boarding process could be better.",49,Student,Morning Peak,Moderate,8,Neutral,Safety
833,"The route details were clear enough today, so I did not have to guess much.",43,Freelancer,Morning Peak,Moderate,7,Positive,Information
834,The conductor kept shouting instead of answering simple fare questions calmly.,55,Banker,Evening Peak,High,48,Negative,Staff Behavior
835,A calm and respectful attitude from the staff made the ride easier.,44,Student,Evening Peak,Severe,3,Positive,Staff Behavior
836,The fare felt too high considering how crowded and uncomfortable the ride was.,50,Shopkeeper,Morning Peak,Moderate,24,Negative,Cost
837,Route information was just about manageable.,54,Shopkeeper,Evening Peak,Moderate,20,Neutral,Information
838,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,33,Student,Evening Peak,Severe,18,Negative,Cost
839,"The stop access felt manageable, even during the busy hour.",41,Job Seeker,Evening Peak,Severe,4,Positive,Accessibility
840,Ventilation was decent and the trip was less tiring today.,23,Shopkeeper,Evening Peak,Moderate,9,Positive,Comfort
841,Staff behavior made the whole ride more unpleasant than it needed to be.,33,Small Business,Morning Peak,Moderate,48,Negative,Staff Behavior
842,"I found a bus fairly quickly, even during the rush.",54,Homemaker,Morning Peak,Severe,12,Positive,Availability
843,There was no clear information about where the bus would stop or how long the delay would be.,27,Healthcare Worker,Evening Peak,High,46,Negative,Information
844,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",39,Freelancer,Morning Peak,High,18,Negative,Availability
845,The conductor spoke politely and guided passengers clearly.,45,Homemaker,Morning Peak,Moderate,4,Positive,Staff Behavior
846,"The bus was crowded, but that is normal during peak time.",23,Homemaker,Morning Peak,Moderate,8,Neutral,Crowding
847,"It was a typical weekday trip, neither smooth nor terrible.",47,Office Employee,Morning Peak,High,14,Neutral,Comfort
848,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,49,Homemaker,Evening Peak,High,32,Negative,Crowding
849,"The driver handled the bus carefully today, and the ride felt safer than usual.",30,Small Business,Morning Peak,Severe,6,Positive,Safety
850,"The bus was not very clean, but it was acceptable for a regular local bus trip.",26,Healthcare Worker,Morning Peak,Moderate,14,Neutral,Cleanliness
851,"Nothing serious happened, but the route still feels a little risky during rush hour.",24,Shopkeeper,Evening Peak,High,16,Neutral,Safety
852,"A bus came after some waiting, so availability was average today.",38,Homemaker,Evening Peak,High,9,Neutral,Availability
853,The fare felt fair enough for the distance I traveled.,55,Healthcare Worker,Morning Peak,High,5,Positive,Cost
854,"The bus came sooner than I expected, which almost never happens during peak hour.",45,Teacher,Evening Peak,Moderate,8,Positive,Delay
855,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",59,Shopkeeper,Morning Peak,High,59,Negative,Cleanliness
856,There seemed to be more buses on the road than usual.,22,Factory Worker,Evening Peak,High,12,Positive,Availability
857,The bus did not stop properly and passengers had to get on while it was moving slowly. That is not safe at all.,58,Healthcare Worker,Evening Peak,Severe,25,Negative,Safety
858,"During office time, availability is still poor. Demand is clearly higher than supply.",33,Driver,Evening Peak,Moderate,22,Negative,Availability
859,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",59,Driver,Evening Peak,Low,50,Negative,Delay
860,"The bus was crowded, but that is normal during peak time.",54,Small Business,Morning Peak,High,15,Neutral,Crowding
861,"The inside looked used and worn, but not worse than usual.",42,Small Business,Morning Peak,High,16,Neutral,Cleanliness
862,Getting on and off was smoother than usual.,19,Healthcare Worker,Evening Peak,Moderate,10,Positive,Accessibility
863,Ventilation was decent and the trip was less tiring today.,30,Shopkeeper,Morning Peak,High,11,Positive,Comfort
864,Communication from the conductor was average today.,20,Freelancer,Evening Peak,Severe,12,Neutral,Staff Behavior
865,"For a local bus, the condition was actually acceptable today.",26,Teacher,Morning Peak,Severe,9,Positive,Cleanliness
866,"The inside looked maintained, which made the trip easier to tolerate.",21,Job Seeker,Evening Peak,High,9,Positive,Cleanliness
867,"It was extremely hot inside the bus, and there was barely any airflow.",59,Student,Morning Peak,High,43,Negative,Comfort
868,Getting on the bus was difficult because it barely stopped near the designated stop.,52,Student,Morning Peak,High,41,Negative,Accessibility
869,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,40,Healthcare Worker,Evening Peak,Severe,42,Negative,Crowding
870,"If you miss one local bus on this route, you may have to wait a long time for the next one.",57,Office Employee,Evening Peak,Severe,57,Negative,Availability
871,A little politeness would make a big difference for regular commuters.,29,Job Seeker,Morning Peak,Low,32,Negative,Staff Behavior
872,"During office time, availability is still poor. Demand is clearly higher than supply.",28,Shopkeeper,Morning Peak,High,30,Negative,Availability
873,"The inside looked maintained, which made the trip easier to tolerate.",31,Teacher,Evening Peak,High,10,Positive,Cleanliness
874,The bus did not stop properly and passengers had to get on while it was moving slowly. That is not safe at all.,37,Homemaker,Morning Peak,Moderate,61,Negative,Safety
875,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",24,Job Seeker,Evening Peak,High,46,Negative,Cleanliness
876,"If the service stays like this, the fare should not keep increasing.",48,Teacher,Morning Peak,High,62,Negative,Cost
877,"There were buses on the route, but not enough to reduce waiting fully.",18,Homemaker,Morning Peak,High,18,Neutral,Availability
878,The conductor kept shouting instead of answering simple fare questions calmly.,23,Banker,Morning Peak,Moderate,46,Negative,Staff Behavior
879,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,51,Small Business,Evening Peak,Moderate,24,Negative,Cost
880,"The inside looked used and worn, but not worse than usual.",20,Shopkeeper,Evening Peak,Severe,20,Neutral,Cleanliness
881,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",34,Teacher,Evening Peak,High,23,Negative,Information
882,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",43,Teacher,Morning Peak,High,39,Negative,Delay
883,There was no clear information about where the bus would stop or how long the delay would be.,25,Job Seeker,Evening Peak,High,33,Negative,Information
884,"Everyone was squeezed together, and even moving one step inside felt impossible.",29,Banker,Morning Peak,High,56,Negative,Crowding
885,"The driver handled the bus carefully today, and the ride felt safer than usual.",28,Student,Evening Peak,High,8,Positive,Safety
886,Bus ta onek nongra chilo. Gari te uthar por thekei uncomfortable lagchilo.,21,Teacher,Evening Peak,Severe,44,Negative,Cleanliness
887,"For a local bus, the condition was actually acceptable today.",50,Job Seeker,Morning Peak,Moderate,6,Positive,Cleanliness
888,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,20,Shopkeeper,Evening Peak,Moderate,65,Negative,Delay
889,I had to ask three people before confirming whether this bus was going my way.,34,Healthcare Worker,Evening Peak,High,39,Negative,Information
890,"The bus was not very clean, but it was acceptable for a regular local bus trip.",32,Freelancer,Morning Peak,High,17,Neutral,Cleanliness
891,I could follow the stops without much confusion.,59,Small Business,Evening Peak,High,8,Positive,Information
892,Service frequency was neither very good nor very bad.,34,Teacher,Morning Peak,Moderate,12,Neutral,Availability
893,"Too many passengers, no personal space, and constant pushing—this should not be normal.",37,Student,Evening Peak,Moderate,18,Negative,Crowding
894,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,20,Homemaker,Evening Peak,High,42,Negative,Safety
895,A calm and respectful attitude from the staff made the ride easier.,58,Teacher,Morning Peak,Severe,4,Positive,Staff Behavior
896,There was no clear information about where the bus would stop or how long the delay would be.,60,Shopkeeper,Evening Peak,High,35,Negative,Information
897,"The bus came sooner than I expected, which almost never happens during peak hour.",57,Healthcare Worker,Evening Peak,Severe,10,Positive,Delay
898,Getting on the bus was difficult because it barely stopped near the designated stop.,47,Factory Worker,Evening Peak,High,33,Negative,Accessibility
899,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,57,Teacher,Evening Peak,Severe,63,Negative,Safety
900,"The route details were clear enough today, so I did not have to guess much.",20,Student,Morning Peak,Severe,8,Positive,Information
901,Aajke bus er jonno eto wait korte holo je matha noshto hoye gelo. Peak hour e regular service thakar kotha.,43,Shopkeeper,Evening Peak,Moderate,23,Negative,Delay
902,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",43,Factory Worker,Morning Peak,Moderate,39,Negative,Cleanliness
903,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",28,Small Business,Morning Peak,High,35,Negative,Accessibility
904,"The ride was still busy, but it felt more comfortable than usual.",45,Small Business,Evening Peak,Severe,5,Positive,Comfort
905,I had to ask three people before confirming whether this bus was going my way.,23,Shopkeeper,Morning Peak,Low,24,Negative,Information
906,The fare is not the only issue—the unclear way they collect it creates arguments almost every day.,18,Office Employee,Morning Peak,Moderate,54,Negative,Cost
907,"Everyone was squeezed together, and even moving one step inside felt impossible.",55,Small Business,Morning Peak,Moderate,54,Negative,Crowding
908,"The bus was a bit late today, but not unusually late for a weekday in Dhaka.",52,Banker,Morning Peak,Moderate,12,Neutral,Delay
909,"If the service stays like this, the fare should not keep increasing.",45,Factory Worker,Morning Peak,High,22,Negative,Cost
910,"The bus was not very clean, but it was acceptable for a regular local bus trip.",34,Job Seeker,Morning Peak,High,17,Neutral,Cleanliness
911,"The bus was not very clean, but it was acceptable for a regular local bus trip.",52,Homemaker,Morning Peak,Severe,18,Neutral,Cleanliness
912,"People were pushing near the gate while boarding, and it felt risky, especially for women and older passengers.",35,Teacher,Morning Peak,High,64,Negative,Safety
913,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,37,Office Employee,Evening Peak,High,18,Negative,Accessibility
914,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",31,Driver,Morning Peak,High,55,Negative,Cleanliness
915,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,20,Job Seeker,Evening Peak,Moderate,33,Negative,Accessibility
916,The bus was so packed that I kept worrying about my phone and wallet the whole trip.,56,Small Business,Evening Peak,High,57,Negative,Safety
917,"For a local bus, the condition was actually acceptable today.",52,Job Seeker,Evening Peak,High,11,Positive,Cleanliness
918,Staff behavior made the whole ride more unpleasant than it needed to be.,22,Banker,Morning Peak,Low,21,Negative,Staff Behavior
919,Ventilation was decent and the trip was less tiring today.,33,Driver,Morning Peak,Low,9,Positive,Comfort
920,I did not mind paying this fare because the trip was manageable.,59,Job Seeker,Evening Peak,Severe,11,Positive,Cost
921,Crowding was less intense than I expected today.,28,Small Business,Morning Peak,Severe,4,Positive,Crowding
922,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",28,Small Business,Morning Peak,Moderate,40,Negative,Availability
923,"The bus was crowded, but that is normal during peak time.",41,Shopkeeper,Evening Peak,Moderate,20,Neutral,Crowding
924,The bus was so full that I had to stand bent near the gate for almost the whole trip.,32,Banker,Morning Peak,High,59,Negative,Crowding
925,"The ride felt somewhat crowded, but I did not face any major safety issue.",46,Freelancer,Evening Peak,High,17,Neutral,Safety
926,"The bus was cleaner than I expected, and the seating area was in decent shape.",51,Healthcare Worker,Evening Peak,High,3,Positive,Cleanliness
927,I had to ask three people before confirming whether this bus was going my way.,47,Homemaker,Evening Peak,High,19,Negative,Information
928,"From Azimpur to Shahbagh, the delay was frustrating. I left early but still got late because the bus service was irregular.",23,Homemaker,Morning Peak,Moderate,46,Negative,Delay
929,"There was some waiting time, though it was still manageable.",45,Banker,Evening Peak,Moderate,13,Neutral,Delay
930,"For a local bus, the condition was actually acceptable today.",24,Teacher,Evening Peak,Moderate,9,Positive,Cleanliness
931,"Same problem again—long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",44,Factory Worker,Morning Peak,Moderate,23,Negative,Delay
932,"Vara ta service er sathe match kore na. Joto taka dei, toto quality pai na.",48,Factory Worker,Evening Peak,High,21,Negative,Cost
933,"During office time, availability is still poor. Demand is clearly higher than supply.",31,Office Employee,Evening Peak,Moderate,58,Negative,Availability
934,"The ride was tiring, but about what I normally expect from a local bus.",38,Freelancer,Evening Peak,High,9,Neutral,Comfort
935,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,34,Student,Evening Peak,High,50,Negative,Safety
936,"There was pressure inside the bus, but not severe.",42,Small Business,Morning Peak,High,15,Neutral,Crowding
937,"The ride felt somewhat crowded, but I did not face any major safety issue.",29,Shopkeeper,Evening Peak,Low,8,Neutral,Safety
938,"Traffic slowed the trip, but overall it was average.",37,Student,Evening Peak,High,17,Neutral,Delay
939,I felt comparatively secure throughout the journey.,56,Office Employee,Evening Peak,High,4,Positive,Safety
940,"People were pushing near the gate while boarding, and it felt risky, especially for women and older passengers.",42,Freelancer,Morning Peak,Low,59,Negative,Safety
941,I had to ask three people before confirming whether this bus was going my way.,52,Small Business,Evening Peak,High,47,Negative,Information
942,"There was some confusion, but I still reached the right destination.",44,Teacher,Morning Peak,Moderate,20,Neutral,Information
943,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",41,Driver,Evening Peak,Severe,39,Negative,Accessibility
944,"The stop access felt manageable, even during the busy hour.",37,Homemaker,Evening Peak,Moderate,5,Positive,Accessibility
945,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,42,Freelancer,Evening Peak,Low,48,Negative,Availability
946,I had to ask three people before confirming whether this bus was going my way.,42,Shopkeeper,Evening Peak,High,40,Negative,Information
947,Travel time was reasonable today and the service felt more reliable than usual.,39,Student,Morning Peak,Moderate,11,Positive,Delay
948,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,31,Teacher,Morning Peak,Severe,45,Negative,Safety
949,"The bus came sooner than I expected, which almost never happens during peak hour.",32,Student,Evening Peak,Severe,12,Positive,Delay
950,"Compared with other days, today the cost felt reasonable.",22,Job Seeker,Evening Peak,Severe,5,Positive,Cost
951,There seemed to be more buses on the road than usual.,33,Homemaker,Evening Peak,High,4,Positive,Availability
952,There was no clear information about where the bus would stop or how long the delay would be.,54,Teacher,Morning Peak,Moderate,50,Negative,Information
953,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,38,Healthcare Worker,Morning Peak,Severe,28,Negative,Accessibility
954,"The stop area was busy, though still usable.",32,Job Seeker,Morning Peak,Low,13,Neutral,Accessibility
955,"I was standing at Sayedabad for almost 41 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",39,Student,Evening Peak,High,28,Negative,Delay
956,"The ride felt somewhat crowded, but I did not face any major safety issue.",38,Job Seeker,Evening Peak,Low,12,Neutral,Safety
957,"The bus came sooner than I expected, which almost never happens during peak hour.",45,Shopkeeper,Evening Peak,Severe,12,Positive,Delay
958,"A bus came after some waiting, so availability was average today.",60,Driver,Morning Peak,Severe,14,Neutral,Availability
959,"A bus came after some waiting, so availability was average today.",58,Shopkeeper,Evening Peak,High,16,Neutral,Availability
960,The fare felt too high considering how crowded and uncomfortable the ride was.,22,Teacher,Morning Peak,High,49,Negative,Cost
961,"Traffic slowed the trip, but overall it was average.",26,Driver,Evening Peak,Moderate,16,Neutral,Delay
962,"Everyone was squeezed together, and even moving one step inside felt impossible.",55,Shopkeeper,Morning Peak,High,35,Negative,Crowding
963,"If you miss one local bus on this route, you may have to wait a long time for the next one.",42,Shopkeeper,Morning Peak,Moderate,40,Negative,Availability
964,"The bus was crowded, but that is normal during peak time.",26,Office Employee,Evening Peak,High,9,Neutral,Crowding
965,"For once, the trip moved smoothly and I reached on time.",40,Student,Morning Peak,High,10,Positive,Delay
966,Clear route and stop information would save passengers a lot of confusion.,55,Teacher,Morning Peak,High,37,Negative,Information
967,Availability was better today and I did not have to wait too long.,49,Teacher,Morning Peak,Moderate,5,Positive,Availability
968,"If you miss one local bus on this route, you may have to wait a long time for the next one.",58,Teacher,Evening Peak,High,36,Negative,Availability
969,"Everyone was squeezed together, and even moving one step inside felt impossible.",20,Teacher,Evening Peak,Moderate,63,Negative,Crowding
970,"The vehicle looked poorly maintained, and it made an already tiring trip feel worse.",58,Freelancer,Evening Peak,Moderate,21,Negative,Cleanliness
971,I felt comparatively secure throughout the journey.,60,Homemaker,Morning Peak,High,9,Positive,Safety
972,Availability was better today and I did not have to wait too long.,25,Student,Evening Peak,High,5,Positive,Availability
973,The seat condition was poor and there was no real comfort during the trip.,58,Freelancer,Morning Peak,Severe,41,Negative,Comfort
974,I had to ask three people before confirming whether this bus was going my way.,18,Job Seeker,Evening Peak,Moderate,55,Negative,Information
975,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",18,Homemaker,Morning Peak,Low,46,Negative,Information
976,"For daily commuting, the cleanliness is really below standard. The floor was messy and the windows looked untouched.",35,Banker,Evening Peak,Low,65,Negative,Cleanliness
977,"The bus was cleaner than I expected, and the seating area was in decent shape.",23,Factory Worker,Morning Peak,High,4,Positive,Cleanliness
978,I could stand comfortably enough without being pushed around too much.,47,Small Business,Evening Peak,High,12,Positive,Crowding
979,"The fare felt acceptable, though service quality could still improve.",42,Banker,Morning Peak,Moderate,17,Neutral,Cost
980,"During office time, availability is still poor. Demand is clearly higher than supply.",35,Student,Evening Peak,High,52,Negative,Availability
981,"During office time, availability is still poor. Demand is clearly higher than supply.",20,Homemaker,Morning Peak,High,42,Negative,Availability
982,I did not mind paying this fare because the trip was manageable.,46,Driver,Evening Peak,High,5,Positive,Cost
983,"The staff were not especially helpful, but they were not very rude either.",57,Student,Evening Peak,Moderate,19,Neutral,Staff Behavior
984,"The ride was tiring, but about what I normally expect from a local bus.",51,Office Employee,Morning Peak,High,14,Neutral,Comfort
985,"Compared with other days, today the cost felt reasonable.",26,Driver,Evening Peak,High,11,Positive,Cost
986,"I do not expect luxury, but at least the bus should be clean enough to sit comfortably.",27,Homemaker,Evening Peak,Severe,59,Negative,Cleanliness
987,A calm and respectful attitude from the staff made the ride easier.,23,Healthcare Worker,Evening Peak,Low,5,Positive,Staff Behavior
988,"The ride felt somewhat crowded, but I did not face any major safety issue.",60,Shopkeeper,Morning Peak,Severe,19,Neutral,Safety
989,Availability was better today and I did not have to wait too long.,28,Teacher,Morning Peak,High,4,Positive,Availability
990,"The bus was not very clean, but it was acceptable for a regular local bus trip.",55,Teacher,Morning Peak,High,9,Neutral,Cleanliness
991,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",26,Driver,Evening Peak,Moderate,21,Negative,Accessibility
992,The bus was so full that I had to stand bent near the gate for almost the whole trip.,49,Job Seeker,Morning Peak,Severe,64,Negative,Crowding
993,"For once, the trip moved smoothly and I reached on time.",25,Teacher,Evening Peak,High,7,Positive,Delay
994,Getting on the bus was difficult because it barely stopped near the designated stop.,51,Small Business,Evening Peak,Moderate,20,Negative,Accessibility
995,There was no clear information about where the bus would stop or how long the delay would be.,27,Freelancer,Evening Peak,Low,65,Negative,Information
996,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,29,Job Seeker,Morning Peak,Moderate,47,Negative,Availability
997,Even a small sign or proper announcement could have made this trip easier.,49,Homemaker,Evening Peak,High,39,Negative,Information
998,"There was some waiting time, though it was still manageable.",49,Factory Worker,Morning Peak,Low,10,Neutral,Delay
999,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",42,Shopkeeper,Morning Peak,High,24,Negative,Information
1000,"Safety was okay today, though the boarding process could be better.",27,Freelancer,Evening Peak,Severe,20,Neutral,Safety
1001,"I got enough information after asking around, though it was not very clear at first.",27,Office Employee,Evening Peak,Moderate,14,Neutral,Information
1002,"For daily commuting, the cleanliness is really below standard. The floor was messy and the windows looked untouched.",36,Shopkeeper,Evening Peak,Severe,63,Negative,Cleanliness
1003,I had to ask three people before confirming whether this bus was going my way.,22,Homemaker,Evening Peak,High,46,Negative,Information
1004,"From Azimpur to Shahbagh, the delay was frustrating. I left early but still got late because the bus service was irregular.",40,Healthcare Worker,Evening Peak,Severe,43,Negative,Delay
1005,"For a local bus, the condition was actually acceptable today.",42,Shopkeeper,Morning Peak,Moderate,10,Positive,Cleanliness
1006,"The staff were not especially helpful, but they were not very rude either.",31,Freelancer,Morning Peak,High,14,Neutral,Staff Behavior
1007,"The local bus showed up very late today. By the time I reached my office, I was already behind schedule.",48,Job Seeker,Morning Peak,High,53,Negative,Delay
1008,"The bus came sooner than I expected, which almost never happens during peak hour.",19,Shopkeeper,Evening Peak,Severe,3,Positive,Delay
1009,Accessibility er dike khub kom attention ache. Peak hour e nama-utha duitae kosto.,57,Factory Worker,Morning Peak,High,25,Negative,Accessibility
1010,I did not mind paying this fare because the trip was manageable.,34,Driver,Evening Peak,Moderate,6,Positive,Cost
1011,Accessibility er dike khub kom attention ache. Peak hour e nama-utha duitae kosto.,21,Freelancer,Morning Peak,Moderate,65,Negative,Accessibility
1012,"For a local bus, the condition was actually acceptable today.",18,Freelancer,Morning Peak,High,7,Positive,Cleanliness
1013,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,41,Homemaker,Evening Peak,High,23,Negative,Staff Behavior
1014,"For daily commuting, the cleanliness is really below standard. The floor was messy and the windows looked untouched.",30,Small Business,Morning Peak,High,35,Negative,Cleanliness
1015,Rush hour e safety niye onek tension lage. Driver o helper duijon e khub aggressive chilo.,41,Teacher,Evening Peak,Severe,41,Negative,Safety
1016,"Too many passengers, no personal space, and constant pushing—this should not be normal.",52,Freelancer,Morning Peak,High,54,Negative,Crowding
1017,Route information was just about manageable.,39,Small Business,Evening Peak,Severe,14,Neutral,Information
1018,"If you miss one local bus on this route, you may have to wait a long time for the next one.",59,Office Employee,Evening Peak,Moderate,24,Negative,Availability
1019,"Compared with other days, today the cost felt reasonable.",36,Teacher,Morning Peak,Moderate,8,Positive,Cost
1020,Staff behavior was okay overall.,32,Freelancer,Morning Peak,High,15,Neutral,Staff Behavior
